phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,max_fidelity,seed
-0.7572019507628158,-0.6084071130721542,1.4370262977333623,-1.0249108016112267,0.22388549553888573,-0.7373923371723334,0.7903827277252826,-0.23650855534745566,2.378204134579585,1.399841531326246,-5.408781991730706,1.0988965316024668,-2.2811638708192055,-0.7213216136659945,2.0566521626217935,-1.2641075451651451,-0.10518352842560959,0.4012445224397435,0.03924102456124965,0.6626402916962654,1.7504550434844761,-0.8821859697770612,0.999681773671008,256
-0.007188139930547884,-3.8121520354991847,-0.01002239950540382,0.518074797729609,-1.150017013663516,-0.0056524941898448994,-0.0012990895807458637,-0.000550035976290531,1.3288925277609485,-1.7484649432954713,1.6469691592560858,-0.14264062458364507,0.46001062214595395,2.1328566736912786,-0.01486447039519746,-0.21290485437367654,0.7354236141397882,-1.958250295483371,-0.18920037642746282,-1.5677661823726066,0.19187661440628795,0.001920080913904998,0.9996836594768082,512
-2.349383833305508,0.6836613879278678,1.1358783885076535,0.06601865543078225,-0.004619105836207758,-0.5478818962318766,0.9221795686049857,0.18237558775042137,-0.7374932412520885,0.6107889620324034,0.00574539455419735,0.13846530187200687,0.01042188573621904,-5.420021785704433,0.4660423820608736,0.13950444967174647,0.9026835240434544,3.544655812629925,0.007082643561976258,-0.04529386956870682,-0.007334726727021972,0.7841178147011798,0.9997960953872684,768
-0.2816011840045287,0.07925319853644401,-0.07528404514539118,-2.126193043665906,-2.120613278786805,-0.08904544280019125,-0.13409563263556004,-4.714403989104124,1.9065340577970902,-2.2965672791231033,0.270707305568396,-1.6685456700910437,0.9446949511713607,1.2274600534719526,5.564158562629592,-0.38704756925719336,1.1685949201208352,0.4779270818931232,0.6891598261959526,-1.4247458880807962,-0.9721757316250579,-0.4188776105429012,0.999994543951806,1024
4.589301345770957,1.0332629928596375,0.031098692001228792,-1.0348065818861614,4.406760826090477,-4.502582545104989,-1.1162729118448425,-2.5010259374047137,-0.013793646296825177,-1.1626988426222324,-1.965744613523256,-0.8105563182801624,-3.9513288087915583,0.13206320437526617,2.7506799249253673,-4.465916486688712,0.008157897032584896,0.11292652109939402,6.1409987993933495,-0.035648260187223425,3.833304617349513,0.5356951167810773,0.9998339137579012,1280
-0.01986378178865306,-0.39623544127024213,-1.4644558513408479,0.449720167088392,-4.404799738539755,0.004092015855379409,-0.18171015782269687,0.3848654581719882,-0.4596898745880333,0.5750722650144554,-1.0415377575602855,-0.04852618793964583,-0.0035128213498763178,-2.3507484801423897,-2.4755494063750056,-1.0710173813125536,-0.5235433011091042,0.051711364493451116,0.3279154263277837,0.8686893384371508,0.9698067712235884,0.016745814899150245,0.9997319348855376,1536
-2.6270906378611127,0.9615348557983646,1.3636546618863572,1.4687871902717577,1.734969369509346,0.9382780969527317,2.8046122976444083,-2.0683170761445058,0.08195382416440174,2.4766051019127677,-1.3743159494502386,0.4228813565647294,1.9782315635018621,-4.497252641605173,2.4215661100492754,1.8404393955272245,0.01037300406150116,1.1574888960845822,1.647133228821465,-3.17301691388704,1.7755171679546384,8.730296114107663,0.9996217090869162,1792
0.7724267145532788,1.2209281241965746,7.13303498614806,1.2610782508849363,3.815742697674783,4.5934732705025025,3.993275096953472,1.7720363660910456,-2.62681481361491,4.314107044412737,11.287631581127174,9.050496673512574,1.3565015672394332,7.895089158246124,0.34202628868693635,2.653428097211207,3.9613431193481365,-2.9705974839931653,-3.39615227283372,3.434430153226654,-0.45677651259599533,8.57655577816205,0.9999825284539824,2048
-5.030197561781578,-4.111001971074294,-4.045145532060425,-9.057718116434463,-5.446282169009976,1.0576555164193988,3.2017236350115494,14.18055887134424,8.356314520061169,-0.780823284124211,5.591246318432709,4.9491106725690726,1.4630005014701581,-5.355142393482036,-13.385711108413087,6.524815342228814,0.6260268678167427,-7.523801309714757,0.2898826792169553,5.677373441358246,-3.1666214076691515,-8.300934081155141,0.9999416471177864,2304
-0.39790774577898175,-0.0733139657635231,-6.335796158944881,4.523062084520093,-2.237340410457511,3.1657613604740034,-0.6114787593159992,4.397253931455658,-0.14841569140172053,-6.979092025838314,1.8502855874229363,-2.4009283951696445,1.8308502683504693,3.403167314142346,1.7296474659594385,6.034776914147441,-8.455122535965351,-1.3455946336013003,-10.299970213510345,-2.388825495858976,3.4287961374704667,5.569677062020027,0.9999149126405972,2560
