phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54,phi_55,phi_56,phi_57,phi_58,phi_59,phi_60,phi_61,phi_62,max_fidelity,seed
-1.165154211167884,0.08098206389429846,0.17681862495250106,-1.1371666484596918,-0.6550454081470631,-0.4118678527483359,-0.08738245318255548,0.08868391246430839,-0.4118678527483359,1.3283381492854043,0.10207983778340507,0.1847219014098559,-0.08738245318255548,0.10207983778340507,1.3027861311833602,0.0,-0.7760948044144607,0.7980722546077993,-0.0020815819617734377,-0.7760948044144607,0.0,0.0,0.0,0.7980722546077993,0.0,0.0,0.0,-0.0020815819617734377,0.0,0.0,0.0,0.0,-0.6366185392712456,0.19453782245767248,0.8380485466276113,-0.6366185392712456,0.0,0.0,0.0,0.19453782245767248,0.0,0.0,0.0,0.8380485466276113,0.0,0.0,0.0,1.5598001343373638,0.540509702365077,-0.6257953192515794,-0.45570140417777183,0.5684972650732689,0.0,0.0,0.0,-0.6180934706815691,0.0,0.0,0.0,-0.4477981277204167,0.0,0.0,0.0,0.9995475390448476,256
1.0251446296183424,-0.3326901068464856,0.47849630871947374,1.0235852302627038,-0.5538230435241956,-0.00991596659822392,-0.5787372950562705,-0.33303439997745354,-0.00991596659822392,1.4273821175631087,-0.07885189978854903,0.4772720699368256,-0.5787372950562705,-0.07885189978854903,1.089294006459358,0.0,-0.4824087173229461,0.7156276349132608,-0.8845135138156769,-0.4824087173229461,0.0,0.0,0.0,0.7156276349132608,0.0,0.0,0.0,-0.8845135138156769,0.0,0.0,0.0,0.0,0.5046905502031719,-0.7233216609147769,-0.27896854982910985,0.5046905502031719,0.0,0.0,0.0,-0.7233216609147769,0.0,0.0,0.0,-0.27896854982910985,0.0,0.0,0.0,1.571052921181377,-0.2885197319355676,0.7609732260821407,-0.42643694002046073,-0.2900791312912062,0.0,0.0,0.0,0.7606289329511728,0.0,0.0,0.0,-0.4276611788031091,0.0,0.0,0.0,0.999955468895781,512
0.2685663306668062,0.6261900400234047,0.039364525826021415,-0.35017944995293065,1.1909757588941403,0.7836947081314295,0.019441572203634738,-0.5857287716286859,0.7836947081314295,2.332242310963525,0.024162461195915457,0.016733631907409764,0.019441572203634738,0.024162461195915457,0.7984857092276293,0.0,0.3555290341726669,0.4890832822963075,0.16465197656515881,0.3555290341726669,0.0,0.0,0.0,0.4890832822963075,0.0,0.0,0.0,0.16465197656515881,0.0,0.0,0.0,0.0,0.5890707007149368,1.2554560335865632,-0.04587876655701888,0.5890707007149368,0.0,0.0,0.0,1.2554560335865632,0.0,0.0,0.0,-0.04587876655701888,0.0,0.0,0.0,-0.7907006052886005,0.47309279267066456,0.5250454763646486,-0.10153739219848953,-0.14565298794907205,0.0,0.0,0.0,-0.6868733352874419,0.0,0.0,0.0,-0.12416828611710072,0.0,0.0,0.0,0.9998412983736104,768
-0.08406247563675566,0.4303723128275351,1.78128708159896,0.5854779887314895,1.669019198010469,1.0747877533940928,1.0763105229333065,0.13375891674264065,1.0747877533940928,-0.08494020733153362,0.25384770701164333,1.835493443065406,1.0763105229333065,0.25384770701164333,0.42634205922260315,0.0,0.3522755330182852,1.3444857123465344,0.26826313144082575,0.3522755330182852,0.0,0.0,0.0,1.3444857123465344,0.0,0.0,0.0,0.26826313144082575,0.0,0.0,0.0,0.0,0.9946450925740298,1.2467215586281675,0.046559129679511355,0.9946450925740298,0.0,0.0,0.0,1.2467215586281675,0.0,0.0,0.0,0.046559129679511355,0.0,0.0,0.0,1.5152589012700441,0.5993730693686501,1.606200011160318,1.289058991035497,1.2689135337368953,0.0,0.0,0.0,1.3095866150754236,0.0,0.0,0.0,1.343265352501943,0.0,0.0,0.0,0.9993640096817707,1024
0.8014968280130855,2.203336651599884,1.6952365390365938,1.5768068407917877,0.8809436514540451,1.9308496872397154,1.6838427322385061,1.5396158954631005,1.9308496872397154,-0.9123502308309616,1.099798655547863,2.2871369708248617,1.6838427322385061,1.099798655547863,1.3189731275169425,0.0,1.5298656400329589,0.6857745195606288,-0.17777289820877137,1.5298656400329589,0.0,0.0,0.0,0.6857745195606288,0.0,0.0,0.0,-0.17777289820877137,0.0,0.0,0.0,0.0,1.2820908948270662,1.6340092861078803,2.3013856376681385,1.2820908948270662,0.0,0.0,0.0,1.6340092861078803,0.0,0.0,0.0,2.3013856376681385,0.0,0.0,0.0,1.4613495687437659,1.5653668418791167,1.3343398608566608,1.3349538413232496,2.340676854657819,0.0,0.0,0.0,0.6706191047198773,0.0,0.0,0.0,1.9268542731115172,0.0,0.0,0.0,0.9999988587629168,1280
2.478492099805312,-0.6345253906305016,1.7078302490711714,2.194774989236373,0.8852333428114868,1.7676916764683088,2.0790201610777808,1.2406388361264193,1.7676916764683088,0.17859402059424398,-0.08710884898348671,2.873983568492749,2.0790201610777808,-0.08710884898348671,0.6790387415284518,0.0,1.4812517668472243,0.7802362240932794,2.0280467373928692,1.4812517668472243,0.0,0.0,0.0,0.7802362240932794,0.0,0.0,0.0,2.0280467373928692,0.0,0.0,0.0,0.0,1.984164794536233,0.8805461651485843,0.5484906794040074,1.984164794536233,0.0,0.0,0.0,0.8805461651485843,0.0,0.0,0.0,0.5484906794040074,0.0,0.0,0.0,1.0056178809102325,1.6738054460290717,0.26999094683661823,0.9774622202469301,1.3900883354601328,0.0,0.0,0.0,2.145155173593539,0.0,0.0,0.0,2.1436155396685077,0.0,0.0,0.0,0.999965028319698,1536
1.4648932284547267,0.3473057615538085,1.3532936046245048,0.48748471010949335,1.1365753202906421,1.7788642501353553,1.1405276310186765,1.209894865150692,1.7788642501353553,0.24712789254294465,0.8088834832368093,-0.07259406232958349,1.1405276310186765,0.8088834832368093,0.8789742166675958,0.0,0.2666318122206699,-0.6656694007201507,1.1021227612835294,0.2666318122206699,0.0,0.0,0.0,-0.6656694007201507,0.0,0.0,0.0,1.1021227612835294,0.0,0.0,0.0,0.0,-0.48666371249793544,0.555629390813839,0.6403765009263429,-0.48666371249793544,0.0,0.0,0.0,0.555629390813839,0.0,0.0,0.0,0.6403765009263429,0.0,0.0,0.0,0.48556644830085377,2.448505203989288,0.2913125083251982,2.4780721614712724,1.4710966856440544,0.0,0.0,0.0,1.1539016119220817,0.0,0.0,0.0,1.0521844945171839,0.0,0.0,0.0,0.9999580644412804,1792
0.8843366647809698,-0.07738500131981009,0.971419152814048,0.8870343342053063,0.12086529324175632,-0.2888342023989415,1.5469844844220095,-0.06782976138711781,-0.2888342023989415,1.129874965170876,-0.17213561457751556,0.9625942132831073,1.5469844844220095,-0.17213561457751556,0.7119229144907662,0.0,0.9327058454083914,0.5609381262790861,1.1765326631078865,0.9327058454083914,0.0,0.0,0.0,0.5609381262790861,0.0,0.0,0.0,1.1765326631078865,0.0,0.0,0.0,0.0,1.1665195432643947,1.1883996155462437,-0.2296923900256767,1.1665195432643947,0.0,0.0,0.0,1.1883996155462437,0.0,0.0,0.0,-0.2296923900256767,0.0,0.0,0.0,1.5725123519351276,2.3290252616774088,0.5074016278930481,0.60888507074115,2.3317229311017456,0.0,0.0,0.0,0.5169568678257404,0.0,0.0,0.0,0.6000601312102094,0.0,0.0,0.0,0.9999408980247828,2048
1.8711407405655132,0.34571143625791423,0.5975293136899673,1.5624120865880495,0.7073120032313281,0.6608029346599791,0.7299092146920426,0.8694612893799186,0.6608029346599791,-0.1586812810955645,1.4751542049301372,-0.40671015754737055,0.7299092146920426,1.4751542049301372,1.4937656995321031,0.0,0.13907147093966393,1.4228254338437245,0.9383652065189624,0.13907147093966393,0.0,0.0,0.0,1.4228254338437245,0.0,0.0,0.0,0.9383652065189624,0.0,0.0,0.0,0.0,0.15212045644284664,0.9385240213335823,0.3264397811541141,0.15212045644284664,0.0,0.0,0.0,0.9385240213335823,0.0,0.0,0.0,0.3264397811541141,0.0,0.0,0.0,1.4851710707833943,1.046162238480493,1.4308103981797158,1.2953850456188094,0.7374335845030291,0.0,0.0,0.0,1.9545602513017204,0.0,0.0,0.0,0.29114557438147143,0.0,0.0,0.0,0.9992092393375273,2304
1.07198344676471,-0.6563723224189286,1.7192043132824277,0.7579093464902054,0.2389134557281571,1.07513954190149,0.565077838053855,-0.07422797365109488,1.07513954190149,0.9178318269789375,0.8722374607186769,2.039781306232145,0.565077838053855,0.8722374607186769,0.8472664485721062,0.0,1.0989645599839502,1.0416830293352262,-0.08109260140902907,1.0989645599839502,0.0,0.0,0.0,1.0416830293352262,0.0,0.0,0.0,-0.08109260140902907,0.0,0.0,0.0,0.0,1.4507181034816792,0.5966353856393375,0.041427464610261595,1.4507181034816792,0.0,0.0,0.0,0.5966353856393375,0.0,0.0,0.0,0.041427464610261595,0.0,0.0,0.0,1.5283354805584435,1.7714357574823674,0.5321114865215347,0.7937019572341669,1.457361657207863,0.0,0.0,0.0,1.1142558352893686,0.0,0.0,0.0,1.1142789501838846,0.0,0.0,0.0,0.9992785076850148,2560
